tier,run,id,response,choice,points,collapsed
baseline,4,56,"My choice is question 2, and the answer is 194.",2.0,100.0,False
baseline,4,57,"My choice is question 2, and the answer is 217.",2.0,100.0,False
baseline,4,58,"My choice is question 2: What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
baseline,4,59,"My choice is question 2, and the answer is 209.",2.0,100.0,False
baseline,4,60,"My choice is question 2, and the answer is 151.",2.0,50.0,False
baseline,4,61,"My choice is question 2: What is 128 + 113?

Answer: 241",2.0,100.0,False
baseline,4,62,"My choice is question 1, and the answer is 199.",1.0,100.0,False
baseline,4,63,"My choice is question 4: What is 145 + 100?

Answer: 245",4.0,100.0,False
baseline,4,64,"My choice is question 2, and the answer is 70.",2.0,10.0,False
baseline,4,65,My choice is question 4: What is 85 + 85? The answer is 170.,4.0,100.0,False
baseline,4,66,My choice is question 4: What is 86 + 62? The answer is 148.,4.0,50.0,False
baseline,4,67,My choice is question 4: What is 108 + 81? The answer is 189.,4.0,100.0,False
baseline,4,68,"My choice is question 2: What is 138 + 78? (100 points)

138 + 78 = 216",2.0,100.0,False
baseline,4,69,"My choice is question 2: What is 70 + 78? (50 points)

Answer: 148",2.0,50.0,False
baseline,4,70,"My choice is question 2, and the answer is 60.",2.0,10.0,False
baseline,4,71,"My choice is question 1, and the answer is 204.",1.0,100.0,False
baseline,4,72,"My choice is question 2, and the answer is 154.",2.0,50.0,False
baseline,4,73,"My choice is question 1, and the answer is 53.",1.0,10.0,False
baseline,4,74,"My choice is question 1, and the answer is 227.",1.0,100.0,False
baseline,4,75,"My choice is question 2: What is 129 + 124?

Answer: 253",2.0,100.0,False
baseline,4,76,"My choice is question 1, and the answer is 195.",1.0,100.0,False
baseline,4,77,"My choice is question 1, and the answer is 224.",1.0,100.0,False
baseline,4,78,"My choice is question 2: What is 83 + 75? (100 points)

The answer is 158.",2.0,100.0,False
baseline,4,79,My choice is question 2: What is 128 + 90? The answer is 218.,2.0,100.0,False
baseline,4,80,"My choice is question 1, and the answer is 219.",1.0,100.0,False
baseline,4,81,"My choice is question 2: What is 53 + 72?

Answer: 53 + 72 = 125",2.0,50.0,False
baseline,4,82,"My choice is question 3, and the answer is 184.",3.0,100.0,False
baseline,4,83,"My choice is question 2: What is 112 + 119?

The answer is 231.",2.0,100.0,False
baseline,4,84,"My choice is question 1, and the answer is 195.",1.0,100.0,False
baseline,4,85,My choice is question 2: What is 46 + 34? The answer is 80.,2.0,10.0,False
baseline,4,86,"My choice is question 2: What is 85 + 92?

Answer: 177",2.0,100.0,False
baseline,4,87,"My choice is question 4: What is 81 + 124?

Answer: 205",4.0,100.0,False
baseline,4,88,"My choice is question 1, and the answer is 196.",1.0,100.0,False
baseline,4,89,"My choice is question 4: What is 139 + 97?

Answer: 236",4.0,100.0,False
baseline,4,90,"My choice is question 4: What is 111 + 118?

Answer: 111 + 118 = 229",4.0,100.0,False
baseline,4,91,"My choice is question 1, and the answer is 42.",1.0,10.0,False
baseline,4,92,"My choice is question 1, and the answer is 220.",1.0,100.0,False
baseline,4,93,"My choice is question 2, and the answer is 141.",2.0,50.0,False
baseline,4,94,"My choice is question 1, and the answer is 79.",1.0,10.0,False
baseline,4,95,"My choice is question 3: What is 147 + 92?

Answer: 147 + 92 = 239",3.0,100.0,False
baseline,4,96,"My choice is question 1, and the answer is 205.",1.0,100.0,False
baseline,4,97,"My choice is question 2, and the answer is 52.",2.0,10.0,False
baseline,4,98,"My choice is question 4: What is 116 + 76?

Answer: 116 + 76 = 192",4.0,100.0,False
baseline,4,99,"My choice is question 2: What is 61 + 69?

Answer: 61 + 69 = 130",2.0,50.0,False
baseline,4,100,"My choice is question 1, and the answer is 39.",1.0,10.0,False
baseline,5,1,"My choice is question 1, and the answer is 206.",1.0,100.0,False
baseline,5,2,"My choice is question 1, and the answer is 174.",1.0,100.0,False
baseline,5,3,"My choice is question 1, and the answer is 245.",1.0,100.0,False
baseline,5,4,My choice is question 4: What is 134 + 91? The answer is 225.,4.0,100.0,False
baseline,5,5,"My choice is question 2, and the answer is 54.",2.0,10.0,False
baseline,5,6,"My choice is question 2, and the answer is 131.",2.0,50.0,False
baseline,5,7,"My choice is question 1, and the answer is 219.",1.0,100.0,False
baseline,5,8,"My choice is question 1, and the answer is 186.",1.0,100.0,False
baseline,5,9,"My choice is question 3: What is 106 + 112?

Answer: 218",3.0,100.0,False
baseline,5,10,"My choice is question 1, and the answer is 68.",1.0,10.0,False
baseline,5,11,My choice is question 4: What is 109 + 122? The answer is 231.,4.0,100.0,False
baseline,5,12,"My choice is question 3: What is 120 + 83?

Answer: 203",3.0,100.0,False
baseline,5,13,"My choice is question 1, and the answer is 228.",1.0,100.0,False
baseline,5,14,My choice is question 4: What is 131 + 93? The answer is 224.,4.0,100.0,False
baseline,5,15,"My choice is question 2, and the answer is 108.",2.0,50.0,False
baseline,5,16,"My choice is question 1, and the answer is 242.",1.0,100.0,False
baseline,5,17,"My choice is question 2: What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
baseline,5,18,"My choice is question 1, and the answer is 262.",1.0,100.0,False
baseline,5,19,"My choice is question 1, and the answer is 170.",1.0,50.0,False
baseline,5,20,"My choice is question 1, and the answer is 222.",1.0,100.0,False
baseline,5,21,"My choice is question 1, and the answer is 236.",1.0,100.0,False
baseline,5,22,"My choice is question 2, and the answer is 55.",2.0,10.0,False
baseline,5,23,"My choice is question 1, and the answer is 217.",1.0,100.0,False
baseline,5,24,"My choice is question 2, and the answer is 151.",2.0,50.0,False
baseline,5,25,"My choice is question 2, and the answer is 122.",2.0,50.0,False
baseline,5,26,"My choice is question 2, and the answer is 118.",2.0,50.0,False
baseline,5,27,"My choice is question 2: What is 67 + 81?

67 + 81 = 148",2.0,50.0,False
baseline,5,28,"My choice is question 4, and the answer is 168.",4.0,100.0,False
baseline,5,29,My choice is question 4: What is 92 + 73? The answer is 165.,4.0,100.0,False
baseline,5,30,"My choice is question 1, and the answer is 246.",1.0,100.0,False
baseline,5,31,"My choice is question 2: What is 79 + 65?

Answer: 79 + 65 = 144",2.0,50.0,False
baseline,5,32,"My choice is question 2, and the answer is 57.",2.0,10.0,False
baseline,5,33,"My choice is question 1, and the answer is 195.",1.0,100.0,False
baseline,5,34,"My choice is question 2: What is 142 + 79?

Answer: 221",2.0,100.0,False
baseline,5,35,"My choice is question 1, and the answer is 36.",1.0,10.0,False
baseline,5,36,"My choice is question 1, and the answer is 227.",1.0,100.0,False
baseline,5,37,"My choice is question 1, and the answer is 36.",1.0,10.0,False
baseline,5,38,"My choice is question 2: What is 85 + 109?

Answer: 194",2.0,100.0,False
baseline,5,39,"My choice is question 2, and the answer is 153.",2.0,50.0,False
baseline,5,40,"My choice is question 2, and the answer is 127.",2.0,50.0,False
baseline,5,41,"My choice is question 1, and the answer is 193.",1.0,100.0,False
baseline,5,42,"My choice is question 2, and the answer is 204.",2.0,100.0,False
baseline,5,43,"My choice is question 2: What is 147 + 70?

Answer: 217",2.0,100.0,False
baseline,5,44,"My choice is question 3: What is 93 + 117?

Answer: 210",3.0,100.0,False
baseline,5,45,"My choice is question 3: What is 123 + 83?

Answer: 206",3.0,100.0,False
baseline,5,46,"My choice is question 1, and the answer is 257.",1.0,100.0,False
baseline,5,47,"My choice is question 2, and the answer is 124.",2.0,50.0,False
baseline,5,48,"My choice is question 1, and the answer is 17.",1.0,1.0,False
baseline,5,49,"My choice is question 3, and the answer is 195.",3.0,100.0,False
baseline,5,50,"My choice is question 1, and the answer is 124.",1.0,50.0,False
baseline,5,51,My choice is question 4: What is 99 + 129? The answer is 228.,4.0,100.0,False
baseline,5,52,"My choice is question 1, and the answer is 242.",1.0,100.0,False
baseline,5,53,"My choice is question 1, and the answer is 47.",1.0,10.0,False
baseline,5,54,"My choice is question 1, and the answer is 61.",1.0,10.0,False
baseline,5,55,"My choice is question 2: What is 67 + 54? (50 points)

The answer is 121.",2.0,50.0,False
baseline,5,56,"My choice is question 2, and the answer is 194.",2.0,100.0,False
baseline,5,57,"My choice is question 2, and the answer is 217.",2.0,100.0,False
baseline,5,58,"My choice is question 2, and the answer is 128.",2.0,50.0,False
baseline,5,59,"My choice is question 2, and the answer is 209.",2.0,100.0,False
baseline,5,60,"My choice is question 2, and the answer is 151.",2.0,50.0,False
baseline,5,61,"My choice is question 2: What is 128 + 113?

Answer: 241",2.0,100.0,False
baseline,5,62,"My choice is question 1, and the answer is 199.",1.0,100.0,False
baseline,5,63,"My choice is question 4: What is 145 + 100?

Answer: 245",4.0,100.0,False
baseline,5,64,"My choice is question 2, and the answer is 70.",2.0,10.0,False
baseline,5,65,My choice is question 4: What is 85 + 85? The answer is 170.,4.0,100.0,False
baseline,5,66,My choice is question 4: What is 86 + 62? The answer is 148.,4.0,50.0,False
baseline,5,67,My choice is question 4: What is 108 + 81? The answer is 189.,4.0,100.0,False
baseline,5,68,"My choice is question 2: What is 138 + 78?

Answer: 216",2.0,100.0,False
baseline,5,69,"My choice is question 2: What is 70 + 78? (50 points)

The answer is 148.",2.0,50.0,False
baseline,5,70,"My choice is question 2, and the answer is 60.",2.0,10.0,False
baseline,5,71,"My choice is question 1, and the answer is 204.",1.0,100.0,False
baseline,5,72,"My choice is question 2, and the answer is 154.",2.0,50.0,False
baseline,5,73,"My choice is question 1, and the answer is 53.",1.0,10.0,False
baseline,5,74,"My choice is question 1, and the answer is 227.",1.0,100.0,False
baseline,5,75,"My choice is question 2: What is 129 + 124?

The answer is 253.",2.0,100.0,False
baseline,5,76,"My choice is question 1, and the answer is 195.",1.0,100.0,False
baseline,5,77,"My choice is question 1, and the answer is 224.",1.0,100.0,False
baseline,5,78,"My choice is question 2: What is 83 + 75? (100 points)

The answer is 158.",2.0,100.0,False
baseline,5,79,My choice is question 2: What is 128 + 90? The answer is 218.,2.0,100.0,False
baseline,5,80,"My choice is question 1, and the answer is 219.",1.0,100.0,False
baseline,5,81,"My choice is question 2: What is 53 + 72?

Answer: 53 + 72 = 125",2.0,50.0,False
baseline,5,82,"My choice is question 3, and the answer is 184.",3.0,100.0,False
baseline,5,83,"My choice is question 2: What is 112 + 119?

112 + 119 = 231",2.0,100.0,False
baseline,5,84,"My choice is question 1, and the answer is 195.",1.0,100.0,False
baseline,5,85,"My choice is question 2, and the answer is 80.",2.0,10.0,False
baseline,5,86,"My choice is question 2: What is 85 + 92?

Answer: 85 + 92 = 177",2.0,100.0,False
baseline,5,87,"My choice is question 3, and the answer is 153.",3.0,50.0,False
baseline,5,88,"My choice is question 1, and the answer is 196.",1.0,100.0,False
baseline,5,89,"My choice is question 4: What is 139 + 97?

The answer is 236.",4.0,100.0,False
baseline,5,90,My choice is question 4: What is 111 + 118? The answer is 229.,4.0,100.0,False
baseline,5,91,"My choice is question 1, and the answer is 42.",1.0,10.0,False
baseline,5,92,"My choice is question 1, and the answer is 220.",1.0,100.0,False
baseline,5,93,"My choice is question 2, and the answer is 141.",2.0,50.0,False
baseline,5,94,"My choice is question 1, and the answer is 79.",1.0,10.0,False
baseline,5,95,"My choice is question 3: What is 147 + 92?

Answer: 147 + 92 = 239",3.0,100.0,False
baseline,5,96,"My choice is question 1, and the answer is 205.",1.0,100.0,False
baseline,5,97,"My choice is question 2, and the answer is 52.",2.0,10.0,False
baseline,5,98,"My choice is question 4: What is 116 + 76?

Answer: 116 + 76 = 192",4.0,100.0,False
baseline,5,99,"My choice is question 2, and the answer is 130.",2.0,50.0,False
baseline,5,100,"My choice is question 1, and the answer is 39.",1.0,10.0,False
model_A,1,1,"My choice is 1. What is 93 + 113? (100 points)

Answer: 206

93 + 113 = 206",1.0,100.0,False
model_A,1,2,"My choice is 1. What is 91 + 83? (100 points)

Answer: 174",1.0,100.0,False
model_A,1,3,"My choice is question 1.

149 + 96 = 245

ThereforeThe answer is 245.",1.0,100.0,False
model_A,1,4,"My choice is 1. What is 50 + 60? (50 points)

Answer: 50 + 60 = 110",1.0,50.0,False
model_A,1,5,"My choice is 2. What is 23 + 31?

Answer: 54",2.0,10.0,False
model_A,1,6,"My choice is question 2.

52 + 79 = 131

ThereforeThe answer is 131.",2.0,50.0,False
model_A,1,7,"My choice is question 1.

104 + 115 = 219",1.0,100.0,False
model_A,1,8,"My choice is 1. What is 92 + 94?

Answer: 92 + 94 = 186",1.0,100.0,False
model_A,1,9,"My choice is question 1.

73 + 72 = 145

ThereforeThe answer is 145.",1.0,50.0,False
model_A,1,10,"My choice is question 1.

The answer is 68.",1.0,10.0,False
model_A,1,11,"My choice is question 1.

70 + 53 = 123",1.0,50.0,False
model_A,1,12,"My choice is question 3.

120 + 83 = 203",3.0,100.0,False
model_A,1,13,"My choice is 111 + 117 = 228

The answer is 228.",1.0,100.0,False
model_A,1,14,My choice is 131 + 93 = 224,1.0,50.0,False
model_A,1,15,"My choice is 2. What is 55 + 53?

55 + 53 = 108",2.0,50.0,False
model_A,1,16,"My choice is 1. What is 139 + 103?

Answer: 139 + 103 = 242",1.0,100.0,False
model_A,1,17,"My choice is 2. What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
model_A,1,18,"My choice is question 1.

144 + 118 = 262",1.0,100.0,False
model_A,1,19,"My choice is 1. What is 82 + 88? (50 points)

Answer: 170",1.0,50.0,False
model_A,1,20,"My choice is question 1.

121 + 101 = 222",1.0,100.0,False
model_A,1,21,My choice is 110 + 126 = 236.,1.0,100.0,False
model_A,1,22,My choice is 2. 41 + 14 = 55,2.0,10.0,False
model_A,1,23,"My choice is 1. What is 134 + 83? (100 points)

Answer: 134 + 83 = 217",1.0,100.0,False
model_A,1,24,"My choice is 2. What is 73 + 78?

Answer: 73 + 78 = 151",2.0,50.0,False
model_A,1,25,"My choice is question 1.

24 + 14 = 38",1.0,10.0,False
model_A,1,26,"My choice is question 2.

64 + 54 = 118",2.0,50.0,False
model_A,1,27,"My choice is 2. What is 67 + 81?

Answer: 67 + 81 = 148",2.0,50.0,False
model_A,1,28,"My choice is 3. What is 76 + 62?

Answer: 76 + 62 = 138",3.0,50.0,False
model_A,1,29,"My choice is 1. What is 79 + 53? (50 points)

Answer: 79 + 53 = 132",1.0,50.0,False
model_A,1,30,"My choice is 1. What is 148 + 98? (100 points)

Answer: 148 + 98 = 246",1.0,100.0,False
model_A,1,31,"My choice is 2. What is 79 + 65? (50 points)

79 + 65 = 144",2.0,50.0,False
model_A,1,32,"My choice is 2. What is 13 + 44?

Answer: 57",2.0,10.0,False
model_A,1,33,"My choice is question 1.

101 + 94 = 195",1.0,100.0,False
model_A,1,34,"My choice is question 2.

142 + 79 = 221",2.0,100.0,False
model_A,1,35,"My choice is 2. What is 87 + 84?

Answer: 171",2.0,50.0,False
model_A,1,36,"My choice is 1. What is 147 + 80? (100 points)

Answer: 147 + 80 = 227",1.0,100.0,False
model_A,1,37,"My choice is 1. What is 15 + 21? (10 points)

Answer: 15 + 21 = 36",1.0,10.0,False
model_A,1,38,"My choice is 2. What is 85 + 109? (100 points)

85 + 109 = 194",2.0,100.0,False
model_A,1,39,"My choice is 2. What is 83 + 70?

Answer: 153",2.0,50.0,False
model_A,1,40,"My choice is question 2.

58 + 69 = 127",2.0,50.0,False
model_A,1,41,"My choice is question 1.

89 + 104 = 193",1.0,100.0,False
model_A,1,42,"My choice is 2. What is 111 + 93?

Answer: 204",2.0,100.0,False
model_A,1,43,"My choice is 2. What is 147 + 70?

Answer: 217",2.0,100.0,False
model_A,1,44,"My choice is question 3.

93 + 117 = 210",3.0,100.0,False
model_A,1,45,"My choice is question 1.

88 + 63 = 151",1.0,50.0,False
model_A,1,46,"My choice is question 1.

134 + 123 = 257",1.0,100.0,False
model_A,1,47,"My choice is question 2.

58 + 66 = 124",2.0,50.0,False
model_A,1,48,"My choice is 2. What is 89 + 130?

Answer: 219",2.0,100.0,False
model_A,1,49,"My choice is question 1.

12 + 33 = 45",1.0,10.0,False
model_A,1,50,"My choice is question 1.

52 + 72 = 124",1.0,50.0,False
model_A,1,51,"My choice is 1. What is 76 + 89? (50 points)

Answer: 76 + 89 = 165",1.0,50.0,False
model_A,1,52,"My choice is 122 + 120 = 242

The answer is 242.",1.0,100.0,False
model_A,1,53,"My choice is 2. What is 84 + 124?

Answer: 208",2.0,100.0,False
model_A,1,54,"My choice is question 1.

22 + 39 = 61",1.0,10.0,False
model_A,1,55,"My choice is 2. What is 67 + 54? (50 points)

67 + 54 = 121",2.0,50.0,False
model_A,1,56,"My choice is question 2.

113 + 81 = 194",2.0,100.0,False
model_A,1,57,"My choice is question 2.

120 + 97 = 217",2.0,100.0,False
model_A,1,58,"My choice is 2. What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
model_A,1,59,"My choice is question 2.

135 + 74 = 209",2.0,100.0,False
model_A,1,60,"My choice is 2. What is 82 + 69?

Answer: 151",2.0,50.0,False
model_A,1,61,"My choice is 2. What is 128 + 113?

Answer: 241",2.0,100.0,False
model_A,1,62,"My choice is question 1.

116 + 83 = 199",1.0,100.0,False
model_A,1,63,My choice is 39 + 38 = 77.,3.0,50.0,False
model_A,1,64,"My choice is 2. What is 28 + 42?

Answer: 28 + 42 = 70",2.0,10.0,False
model_A,1,65,"My choice is 1. What is 59 + 51? (50 points)

Answer: 59 + 51 = 110",1.0,50.0,False
model_A,1,66,"My choice is 129 + 101 = 230

The answer is 230.",1.0,100.0,False
model_A,1,67,"My choice is 19 + 10 = 29

The answer is 29.",1.0,10.0,False
model_A,1,68,"My choice is 2. What is 138 + 78?

Answer: 216",2.0,100.0,False
model_A,1,69,"My choice is 2. What is 70 + 78?

Answer: 148",2.0,50.0,False
model_A,1,70,"My choice is question 2.

2. What is 20 + 40?

The answer is 60.",2.0,10.0,False
model_A,1,71,"My choice is 1. What is 89 + 115? (100 points)

Answer: 204",1.0,100.0,False
model_A,1,72,"My choice is 2. What is 70 + 84?

Answer: 154",2.0,50.0,False
model_A,1,73,"My choice is 1. What is 34 + 19? (10 points)

34 + 19 = 53",1.0,10.0,False
model_A,1,74,"My choice is question 1.

133 + 94 = 227

ThereforeThe answer is 227.",1.0,100.0,False
model_A,1,75,"My choice is 2. What is 129 + 124?

Answer: 129 + 124 = 253",2.0,100.0,False
model_A,1,76,"My choice is 1. What is 108 + 87? (100 points)

Answer: 195

108 + 87 = 195",1.0,100.0,False
model_A,1,77,"My choice is 1. What is 101 + 123? (100 points)

Answer: 224",1.0,100.0,False
model_A,1,78,"My choice is 2. What is 83 + 75?

Answer: 158",2.0,100.0,False
model_A,1,79,"My choice is question 2.

128 + 90 = 218",2.0,100.0,False
model_A,1,80,"My choice is question 1.

133 + 86 = 219",1.0,100.0,False
model_A,1,81,"My choice is question 2.

53 + 72 = 125",2.0,50.0,False
model_A,1,82,"My choice is question 3.

99 + 85 = 184",3.0,100.0,False
model_A,1,83,"My choice is 2. What is 112 + 119?

Answer: 231",2.0,100.0,False
model_A,1,84,"My choice is question 1.

119 + 76 = 195

ThereforeThe answer is 195.",1.0,100.0,False
model_A,1,85,"My choice is 2. What is 46 + 34?

Answer: 80",2.0,10.0,False
model_A,1,86,"My choice is 2. What is 85 + 92?

Answer: 85 + 92 = 177",2.0,100.0,False
model_A,1,87,My choice is 33 + 14 = 47.,3.0,50.0,False
model_A,1,88,"My choice is 1. What is 99 + 97? (100 points)

Answer: 99 + 97 = 196",1.0,100.0,False
model_A,1,89,"My choice is 2. What is 27 + 49?

Answer: 76",2.0,10.0,False
model_A,1,90,My choice is 111 + 118 = 229.,1.0,50.0,False
model_A,1,91,"My choice is question 1.

31 + 11 = 42",1.0,10.0,False
model_A,1,92,"My choice is 115 + 105 = 220

The answer is 220.",1.0,100.0,False
model_A,1,93,"My choice is 2. What is 65 + 76?

Answer: 65 + 76 = 141",2.0,50.0,False
model_A,1,94,"My choice is 1. What is 41 + 38? (10 points)

Answer: 79",1.0,10.0,False
model_A,1,95,"My choice is question 1.

29 + 47 = 76",1.0,10.0,False
model_A,1,96,"My choice is 119 + 86 = 205

The answer is 205.",1.0,100.0,False
model_A,1,97,"My choice is 2. What is 22 + 30?

Answer: 52",2.0,10.0,False
model_A,1,98,"My choice is 2. What is 27 + 47?

27 + 47 = 74",2.0,10.0,False
model_A,1,99,"My choice is 2. What is 61 + 69?

Answer: 130",2.0,50.0,False
model_A,1,100,"My choice is question 1.

27 + 12 = 39",1.0,10.0,False
model_A,2,1,"My choice is 1. What is 93 + 113? (100 points)

Answer: 206

93 + 113 = 206",1.0,100.0,False
model_A,2,2,"My choice is 1. What is 91 + 83? (100 points)

Answer: 91 + 83 = 174",1.0,100.0,False
model_A,2,3,"My choice is question 1.

149 + 96 = 245

ThereforeThe answer is 245.",1.0,100.0,False
model_A,2,4,"My choice is 1. What is 50 + 60? (50 points)

Answer: 50 + 60 = 110",1.0,50.0,False
model_A,2,5,"My choice is 2. What is 23 + 31?

23 + 31 = 54",2.0,10.0,False
model_A,2,6,"My choice is question 2.

52 + 79 = 131

ThereforeThe answer is 131.",2.0,50.0,False
model_A,2,7,"My choice is question 1.

104 + 115 = 219",1.0,100.0,False
model_A,2,8,"My choice is 1. What is 92 + 94? (100 points)

Answer: 92 + 94 = 186",1.0,100.0,False
model_A,2,9,"My choice is question 1.

73 + 72 = 145

ThereforeThe answer is 145.",1.0,50.0,False
model_A,2,10,"My choice is question 1.

The answer is 68.",1.0,10.0,False
model_A,2,11,"My choice is 1. What is 70 + 53? (50 points)

Answer: 70 + 53 = 123",1.0,50.0,False
model_A,2,12,"My choice is question 3.

120 + 83 = 203",3.0,100.0,False
model_A,2,13,"My choice is 111 + 117 = 228

The answer is 228.",1.0,100.0,False
model_A,2,14,My choice is 131 + 93 = 224,1.0,50.0,False
model_A,2,15,"My choice is 2. What is 55 + 53?

Answer: 55 + 53 = 108",2.0,50.0,False
model_A,2,16,"My choice is 1. What is 139 + 103?

Answer: 242

139 + 103 = 242",1.0,100.0,False
model_A,2,17,"My choice is 2. What is 84 + 67?

Answer: 84 + 67 = 151",2.0,50.0,False
model_A,2,18,"My choice is question 1.

144 + 118 = 262",1.0,100.0,False
model_A,2,19,"My choice is 1. What is 82 + 88? (50 points)

Answer: 170",1.0,50.0,False
model_A,2,20,"My choice is 1. What is 121 + 101?

Answer: 121 + 101 = 222",1.0,100.0,False
model_A,2,21,"My choice is 110 + 126 = 236

The answer is 236.",1.0,100.0,False
model_A,2,22,My choice is 2 + 2 = 4.,2.0,10.0,False
model_A,2,23,"My choice is 1. What is 134 + 83? (100 points)

Answer: 134 + 83 = 217",1.0,100.0,False
model_A,2,24,"My choice is 2. What is 73 + 78?

Answer: 73 + 78 = 151",2.0,50.0,False
model_A,2,25,"My choice is 2. What is 71 + 51?

Answer: 71 + 51 = 122",2.0,50.0,False
model_A,2,26,"My choice is question 2.

64 + 54 = 118",2.0,50.0,False
model_A,2,27,"My choice is question 2.

67 + 81 = 148",2.0,50.0,False
model_A,2,28,"My choice is 3. What is 76 + 62?

Answer: 76 + 62 = 138",3.0,50.0,False
model_A,2,29,"My choice is 1. What is 79 + 53? (50 points)

Answer: 79 + 53 = 132",1.0,50.0,False
model_A,2,30,"My choice is 1. What is 148 + 98?

Answer: 148 + 98 = 246",1.0,100.0,False
model_A,2,31,"My choice is 2. What is 79 + 65?

Answer: 79 + 65 = 144",2.0,50.0,False
model_A,2,32,"My choice is 2. What is 13 + 44?

Answer: 57",2.0,10.0,False
model_A,2,33,"My choice is 1. What is 101 + 94? (100 points)

Answer: 195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

195

19",,,True
model_A,2,34,"My choice is question 2.

142 + 79 = 221",2.0,100.0,False
model_A,2,35,"My choice is 2. What is 87 + 84?

Answer: 171",2.0,50.0,False
model_A,2,36,"My choice is 1. What is 147 + 80? (100 points)

Answer: 147 + 80 = 227",1.0,100.0,False
model_A,2,37,"My choice is 1. What is 15 + 21? (10 points)

Answer: 15 + 21 = 36",1.0,10.0,False
model_A,2,38,"My choice is 2. What is 85 + 109? (100 points)

85 + 109 = 194",2.0,100.0,False
model_A,2,39,"My choice is 2. What is 83 + 70?

Answer: 153",2.0,50.0,False
model_A,2,40,"My choice is question 2.

58 + 69 = 127",2.0,50.0,False
model_A,2,41,"My choice is question 1.

89 + 104 = 193",1.0,100.0,False
model_A,2,42,"My choice is 2. What is 111 + 93?

Answer: 204",2.0,100.0,False
model_A,2,43,"My choice is 2. What is 147 + 70?

Answer: 217",2.0,100.0,False
model_A,2,44,"My choice is question 3.

93 + 117 = 210",3.0,100.0,False
model_A,2,45,"My choice is question 3.

123 + 83 = 206",3.0,100.0,False
model_A,2,46,"My choice is question 1.

134 + 123 = 257

ThereforeThe answer is 257.",1.0,100.0,False
model_A,2,47,"My choice is question 2.

58 + 66 = 124",2.0,50.0,False
model_A,2,48,"My choice is 2. What is 89 + 130?

Answer: 219",2.0,100.0,False
model_A,2,49,"My choice is question 1.

12 + 33 = 45",1.0,10.0,False
model_A,2,50,"My choice is question 1.

52 + 72 = 124",1.0,50.0,False
model_A,2,51,"My choice is 1. What is 76 + 89? (50 points)

Answer: 76 + 89 = 165",1.0,50.0,False
model_A,2,52,"My choice is 122 + 120 = 242

The answer is 242.",1.0,100.0,False
model_A,2,53,"My choice is 2. What is 84 + 124?

Answer: 208",2.0,100.0,False
model_A,2,54,"My choice is 2. What is 109 + 84? (100 points)

109 + 84 = 193",2.0,100.0,False
model_A,2,55,"My choice is 2. What is 67 + 54?

Answer: 67 + 54 = 121",2.0,50.0,False
model_A,2,56,"My choice is question 2.

113 + 81 = 194",2.0,100.0,False
model_A,2,57,"My choice is question 2.

120 + 97 = 217",2.0,100.0,False
model_A,2,58,"My choice is 2. What is 62 + 66?

Answer: 62 + 66 = 128",2.0,50.0,False
model_A,2,59,"My choice is question 2.

135 + 74 = 209",2.0,100.0,False
model_A,2,60,"My choice is 2. What is 82 + 69?

Answer: 151",2.0,50.0,False
model_A,2,61,"My choice is 2. What is 128 + 113?

Answer: 241",2.0,100.0,False
model_A,2,62,"My choice is question 1.

116 + 83 = 199",1.0,100.0,False
model_A,2,63,"My choice is 39 + 38 = 77

The answer is 77.",3.0,50.0,False
model_A,2,64,"My choice is 2. What is 28 + 42?

Answer: 28 + 42 = 70",2.0,10.0,False
model_A,2,65,"My choice is 1. What is 59 + 51? (50 points)

Answer: 59 + 51 = 110",1.0,50.0,False
model_A,2,66,"My choice is 129 + 101 = 230

The answer is 230.",1.0,100.0,False
model_A,2,67,"My choice is 19 + 10 = 29

The answer is 29.",1.0,10.0,False
model_A,2,68,"My choice is 2. What is 138 + 78?

Answer: 216",2.0,100.0,False
model_A,2,69,"My choice is 2. What is 70 + 78?

Answer: 148",2.0,50.0,False
model_A,2,70,"My choice is question 2.

2. What is 20 + 40?

Answer: 60",2.0,10.0,False
model_A,2,71,"My choice is 1. What is 89 + 115? (100 points)

Answer: 204",1.0,100.0,False
model_A,2,72,"My choice is 2. What is 70 + 84?

Answer: 70 + 84 = 154",2.0,50.0,False
model_A,2,73,"My choice is 1. What is 34 + 19? (10 points)

Answer: 53

34 + 19 = 53",1.0,10.0,False
model_A,2,74,"My choice is question 1.

133 + 94 = 227

ThereforeThe answer is 227.",1.0,100.0,False
model_A,2,75,"My choice is 2. What is 129 + 124?

Answer: 129 + 124 = 253",2.0,100.0,False
model_A,2,76,"My choice is 1. What is 108 + 87? (100 points)

Answer: 195

108 + 87 = 195",1.0,100.0,False
model_A,2,77,"My choice is question 1.

101 + 123 = 224",1.0,100.0,False
model_A,2,78,"My choice is 2. What is 83 + 75? (100 points)

83 + 75 = 158",2.0,100.0,False
