tier,run,id,expression,correct_answer,response,parsed_answer,correct,parse_failed
model_A,3,21,15 * 8,120,120,120,True,False
model_A,3,22,14 * 3,42,14 * 3 = 42,42,True,False
model_A,3,23,11 * 3,33,33,33,True,False
model_A,3,24,19 * 5,95,95,95,True,False
model_A,3,25,14 * 9,126,126,126,True,False
model_A,3,26,17 * 8,136,17 * 8 = 136,136,True,False
model_A,3,27,17 * 7,119,17 * 7 = 119,119,True,False
model_A,3,28,17 * 4,68,17 * 4 = 68,68,True,False
model_A,3,29,11 * 2,22,22,22,True,False
model_A,3,30,14 * 8,112,112,112,True,False
model_A,3,31,18 * 6,108,18 * 6 = 108,108,True,False
model_A,3,32,15 * 5,75,75,75,True,False
model_A,3,33,18 * 4,72,18 * 4 = 72,72,True,False
model_A,3,34,14 * 8,112,112,112,True,False
model_A,3,35,17 * 7,119,17 * 7 = 119,119,True,False
model_A,3,36,17 * 4,68,17 * 4 = 68,68,True,False
model_A,3,37,12 * 3,36,12 * 3 = 36,36,True,False
model_A,3,38,12 * 5,60,60,60,True,False
model_A,3,39,19 * 6,114,114,114,True,False
model_A,3,40,15 * 6,90,90,90,True,False
model_A,3,41,15 * 2,30,30,30,True,False
model_A,3,42,13 * 6,78,13 * 6 = 78,78,True,False
model_A,3,43,12 * 4,48,12 * 4 = 48,48,True,False
model_A,3,44,13 * 2,26,26,26,True,False
model_A,3,45,12 * 7,84,84,84,True,False
model_A,3,46,13 * 8,104,13 * 8 = 104,104,True,False
model_A,3,47,13 * 3,39,13 * 3 = 39,39,True,False
model_A,3,48,16 * 6,96,96,96,True,False
model_A,3,49,16 * 6,96,16 * 6 = 96,96,True,False
model_A,3,50,11 * 3,33,33,33,True,False
model_A,3,51,17 * 7,119,17 * 7 = 119,119,True,False
model_A,3,52,14 * 6,84,14 * 6 = 84,84,True,False
model_A,3,53,17 * 3,51,17 * 3 = 51,51,True,False
model_A,3,54,17 * 7,119,17 * 7 = 119,119,True,False
model_A,3,55,17 * 4,68,17 * 4 = 68,68,True,False
model_A,3,56,14 * 8,112,112,112,True,False
model_A,3,57,13 * 3,39,13 * 3 = 39,39,True,False
model_A,3,58,14 * 6,84,14 * 6 = 84,84,True,False
model_A,3,59,18 * 3,54,18 * 3 = 54,54,True,False
model_A,3,60,18 * 8,144,18 * 8 = 144,144,True,False
model_A,3,61,17 * 5,85,85,85,True,False
model_A,3,62,18 * 4,72,18 * 4 = 72,72,True,False
model_A,3,63,19 * 8,152,19 * 8 = 152,152,True,False
model_A,3,64,14 * 6,84,14 * 6 = 84,84,True,False
model_A,3,65,12 * 6,72,72,72,True,False
model_A,3,66,13 * 5,65,65,65,True,False
model_A,3,67,16 * 9,144,16 * 9 = 144,144,True,False
model_A,3,68,17 * 9,153,153,153,True,False
model_A,3,69,18 * 5,90,90,90,True,False
model_A,3,70,17 * 4,68,17 * 4 = 68,68,True,False
model_A,3,71,11 * 3,33,33,33,True,False
model_A,3,72,17 * 7,119,17 * 7 = 119,119,True,False
model_A,3,73,17 * 6,102,17 * 6 = 102,102,True,False
model_A,3,74,14 * 3,42,14 * 3 = 42,42,True,False
model_A,3,75,14 * 4,56,56,56,True,False
model_A,3,76,16 * 4,64,64,64,True,False
model_A,3,77,17 * 8,136,17 * 8 = 136,136,True,False
model_A,3,78,15 * 3,45,15 * 3 = 45,45,True,False
model_A,3,79,19 * 7,133,19 * 7 = 133,133,True,False
model_A,3,80,18 * 4,72,18 * 4 = 72,72,True,False
model_A,3,81,18 * 8,144,18 * 8 = 144,144,True,False
model_A,3,82,14 * 9,126,126,126,True,False
model_A,3,83,18 * 5,90,90,90,True,False
model_A,3,84,19 * 5,95,95,95,True,False
model_A,3,85,18 * 9,162,162,162,True,False
model_A,3,86,15 * 7,105,15 * 7 = 105,105,True,False
model_A,3,87,16 * 9,144,16 * 9 = 144,144,True,False
model_A,3,88,16 * 3,48,16 * 3 = 48,48,True,False
model_A,3,89,19 * 6,114,114,114,True,False
model_A,3,90,15 * 2,30,30,30,True,False
model_A,3,91,13 * 9,117,13 * 9 = 117,117,True,False
model_A,3,92,18 * 7,126,126,126,True,False
model_A,3,93,17 * 9,153,153,153,True,False
model_A,3,94,14 * 3,42,14 * 3 = 42,42,True,False
model_A,3,95,18 * 9,162,162,162,True,False
model_A,3,96,14 * 5,70,70,70,True,False
model_A,3,97,13 * 2,26,26,26,True,False
model_A,3,98,11 * 5,55,55,55,True,False
model_A,3,99,15 * 5,75,75,75,True,False
model_A,3,100,13 * 3,39,13 * 3 = 39,39,True,False
