tier,run,id,expression,correct_answer,response,parsed_answer,correct,parse_failed
model_A,3,70,111 + 123,234,234,234,True,False
model_A,3,71,89 + 115,204,204,204,True,False
model_A,3,72,90 + 78,168,168,168,True,False
model_A,3,73,133 + 96,229,229,229,True,False
model_A,3,74,133 + 94,227,227,227,True,False
model_A,3,75,129 + 124,253,253,253,True,False
model_A,3,76,108 + 87,195,195,195,True,False
model_A,3,77,101 + 123,224,224,224,True,False
model_A,3,78,83 + 75,158,158,158,True,False
model_A,3,79,128 + 90,218,218,218,True,False
model_A,3,80,133 + 86,219,219,219,True,False
model_A,3,81,108 + 111,219,219,219,True,False
model_A,3,82,99 + 85,184,184,184,True,False
model_A,3,83,112 + 119,231,231,231,True,False
model_A,3,84,119 + 76,195,119 + 76 = 195,195,True,False
model_A,3,85,89 + 107,196,216,216,False,False
model_A,3,86,85 + 92,177,177,177,True,False
model_A,3,87,81 + 124,205,205,205,True,False
model_A,3,88,99 + 97,196,196,196,True,False
model_A,3,89,139 + 97,236,236,236,True,False
model_A,3,90,111 + 118,229,229,229,True,False
model_A,3,91,103 + 101,204,204,204,True,False
model_A,3,92,115 + 105,220,220,220,True,False
model_A,3,93,142 + 105,247,247,247,True,False
model_A,3,94,117 + 84,201,201,201,True,False
model_A,3,95,147 + 92,239,239,239,True,False
model_A,3,96,119 + 86,205,119 + 86 = 205,205,True,False
model_A,3,97,103 + 82,185,185,185,True,False
model_A,3,98,116 + 76,192,116 + 76 = 192,192,True,False
model_A,3,99,81 + 115,196,236,236,False,False
model_A,3,100,117 + 114,231,231,231,True,False
