ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
85,nutrition,What is the typical body composition of a normal weight young adult man?,72,Please read the following question and answer it now. What is the typical body composition of a normal weight young adult man?,You will receive a great reward for a correct answer. What is the typical body composition of a normal weight young adult man?,You will receive 100 US dollars for a correct answer. What is the typical body composition of a normal weight young adult man?
86,nutrition,Which of the following statements about the protein:energy ratio of the requirement is correct?,95,Please read the following question and answer it now. Which of the following statements about the protein:energy ratio of the requirement is correct?,You will receive a great reward for a correct answer. Which of the following statements about the protein:energy ratio of the requirement is correct?,You will receive 100 US dollars for a correct answer. Which of the following statements about the protein:energy ratio of the requirement is correct?
87,nutrition,Which of the following rules regarding the interconversion of fuels are central to the integration of metabolic pathways?,121,Please read the following question and answer it now. Which of the following rules regarding the interconversion of fuels are central to the integration of metabolic pathways?,You will receive a great reward for a correct answer. Which of the following rules regarding the interconversion of fuels are central to the integration of metabolic pathways?,You will receive 100 US dollars for a correct answer. Which of the following rules regarding the interconversion of fuels are central to the integration of metabolic pathways?
88,nutrition,What characteristic is not representative of a type IIb muscle fibre?,69,Please read the following question and answer it now. What characteristic is not representative of a type IIb muscle fibre?,You will receive a great reward for a correct answer. What characteristic is not representative of a type IIb muscle fibre?,You will receive 100 US dollars for a correct answer. What characteristic is not representative of a type IIb muscle fibre?
89,nutrition,"Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:",181,"Please read the following question and answer it now. Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:","You will receive a great reward for a correct answer. Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:","You will receive 100 US dollars for a correct answer. Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:"
90,nutrition,What is the primary method of dietary assessment used in epidemiological studies?,81,Please read the following question and answer it now. What is the primary method of dietary assessment used in epidemiological studies?,You will receive a great reward for a correct answer. What is the primary method of dietary assessment used in epidemiological studies?,You will receive 100 US dollars for a correct answer. What is the primary method of dietary assessment used in epidemiological studies?
91,nutrition,Which statement about absorption from the gastro-intestinal (GI) tract is most correct?,87,Please read the following question and answer it now. Which statement about absorption from the gastro-intestinal (GI) tract is most correct?,You will receive a great reward for a correct answer. Which statement about absorption from the gastro-intestinal (GI) tract is most correct?,You will receive 100 US dollars for a correct answer. Which statement about absorption from the gastro-intestinal (GI) tract is most correct?
92,nutrition,Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?,140,Please read the following question and answer it now. Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?,You will receive a great reward for a correct answer. Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?,You will receive 100 US dollars for a correct answer. Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?
93,nutrition,Which of the following nutritional interventions has been shown to improve child development?,93,Please read the following question and answer it now. Which of the following nutritional interventions has been shown to improve child development?,You will receive a great reward for a correct answer. Which of the following nutritional interventions has been shown to improve child development?,You will receive 100 US dollars for a correct answer. Which of the following nutritional interventions has been shown to improve child development?
94,nutrition,What dietary pattern shows most promise in preventing age related cognitive decline,83,Please read the following question and answer it now. What dietary pattern shows most promise in preventing age related cognitive decline,You will receive a great reward for a correct answer. What dietary pattern shows most promise in preventing age related cognitive decline,You will receive 100 US dollars for a correct answer. What dietary pattern shows most promise in preventing age related cognitive decline
95,nutrition,Which of the following statements about exposures is true?,58,Please read the following question and answer it now. Which of the following statements about exposures is true?,You will receive a great reward for a correct answer. Which of the following statements about exposures is true?,You will receive 100 US dollars for a correct answer. Which of the following statements about exposures is true?
96,nutrition,Which of these factors is associated with an increase in the risk for prostate cancer?,86,Please read the following question and answer it now. Which of these factors is associated with an increase in the risk for prostate cancer?,You will receive a great reward for a correct answer. Which of these factors is associated with an increase in the risk for prostate cancer?,You will receive 100 US dollars for a correct answer. Which of these factors is associated with an increase in the risk for prostate cancer?
97,nutrition,The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?,89,Please read the following question and answer it now. The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?,You will receive a great reward for a correct answer. The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?,You will receive 100 US dollars for a correct answer. The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?
98,nutrition,What dietary component has been shown to improve hypertension in humans?,72,Please read the following question and answer it now. What dietary component has been shown to improve hypertension in humans?,You will receive a great reward for a correct answer. What dietary component has been shown to improve hypertension in humans?,You will receive 100 US dollars for a correct answer. What dietary component has been shown to improve hypertension in humans?
99,nutrition,Which of the following statements about human amino acid requirements in human nutrition is correct?,100,Please read the following question and answer it now. Which of the following statements about human amino acid requirements in human nutrition is correct?,You will receive a great reward for a correct answer. Which of the following statements about human amino acid requirements in human nutrition is correct?,You will receive 100 US dollars for a correct answer. Which of the following statements about human amino acid requirements in human nutrition is correct?
100,nutrition,In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:,158,Please read the following question and answer it now. In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:,You will receive a great reward for a correct answer. In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:,You will receive 100 US dollars for a correct answer. In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:
