ID,Source_ID,Slot,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
47,44,1,"Carmen is creating lollipop bouquets using 4 cherry lollipops and 6 orange lollipops. She wants each bouquet to be identical, with no lollipops left over. What is the greatest number of lollipop bouquets Carmen can create?",222,"Please read the following question and answer it now. Carmen is creating lollipop bouquets using 4 cherry lollipops and 6 orange lollipops. She wants each bouquet to be identical, with no lollipops left over. What is the greatest number of lollipop bouquets Carmen can create?","You will receive a great reward for a correct answer. Carmen is creating lollipop bouquets using 4 cherry lollipops and 6 orange lollipops. She wants each bouquet to be identical, with no lollipops left over. What is the greatest number of lollipop bouquets Carmen can create?","You will receive 100 US dollars for a correct answer. Carmen is creating lollipop bouquets using 4 cherry lollipops and 6 orange lollipops. She wants each bouquet to be identical, with no lollipops left over. What is the greatest number of lollipop bouquets Carmen can create?"
48,44,3,Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,81,Please read the following question and answer it now. Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,You will receive a great reward for a correct answer. Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?,You will receive 100 US dollars for a correct answer. Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?
49,45,1,For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,103,Please read the following question and answer it now. For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,You will receive a great reward for a correct answer. For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,You will receive 100 US dollars for a correct answer. For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?
50,46,2,"In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?",206,"Please read the following question and answer it now. In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?","You will receive a great reward for a correct answer. In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?","You will receive 100 US dollars for a correct answer. In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?"
51,46,4,"At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids. How many kids are waiting in line at the carnival?",181,"Please read the following question and answer it now. At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids. How many kids are waiting in line at the carnival?","You will receive a great reward for a correct answer. At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids. How many kids are waiting in line at the carnival?","You will receive 100 US dollars for a correct answer. At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids. How many kids are waiting in line at the carnival?"
52,47,2,Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,122,Please read the following question and answer it now. Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,You will receive a great reward for a correct answer. Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,You will receive 100 US dollars for a correct answer. Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?
53,47,3,"With the win streak that they have, Chuck's team was able to get into the playoffs. They reached the semi-finals where they played against the Black Team. If they finished the game with 83 points and won it by 18 points, what is the Black Team's final score?",258,"Please read the following question and answer it now. With the win streak that they have, Chuck's team was able to get into the playoffs. They reached the semi-finals where they played against the Black Team. If they finished the game with 83 points and won it by 18 points, what is the Black Team's final score?","You will receive a great reward for a correct answer. With the win streak that they have, Chuck's team was able to get into the playoffs. They reached the semi-finals where they played against the Black Team. If they finished the game with 83 points and won it by 18 points, what is the Black Team's final score?","You will receive 100 US dollars for a correct answer. With the win streak that they have, Chuck's team was able to get into the playoffs. They reached the semi-finals where they played against the Black Team. If they finished the game with 83 points and won it by 18 points, what is the Black Team's final score?"
54,48,2,"Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?",194,"Please read the following question and answer it now. Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?","You will receive a great reward for a correct answer. Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?","You will receive 100 US dollars for a correct answer. Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?"
55,49,2,"A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?",137,"Please read the following question and answer it now. A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?","You will receive a great reward for a correct answer. A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?","You will receive 100 US dollars for a correct answer. A restaurant needs to buy three hundred eighty-seven new plates. If each box has five plates in it, how many boxes will they need to buy?"
56,49,3,Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?,95,Please read the following question and answer it now. Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?,You will receive a great reward for a correct answer. Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?,You will receive 100 US dollars for a correct answer. Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?
57,51,3,A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,101,Please read the following question and answer it now. A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,You will receive a great reward for a correct answer. A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,You will receive 100 US dollars for a correct answer. A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.
58,52,2,"Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?",150,"Please read the following question and answer it now. Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?","You will receive a great reward for a correct answer. Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?","You will receive 100 US dollars for a correct answer. Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?"
59,54,3,Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?,189,Please read the following question and answer it now. Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?,You will receive a great reward for a correct answer. Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?,You will receive 100 US dollars for a correct answer. Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?
60,55,1,"The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?",264,"Please read the following question and answer it now. The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?","You will receive a great reward for a correct answer. The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?","You will receive 100 US dollars for a correct answer. The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?"
61,58,2,"The second angle of a triangle is three times the first, and the third is 12 degrees less than twice the first. Find the measures of the angles.",144,"Please read the following question and answer it now. The second angle of a triangle is three times the first, and the third is 12 degrees less than twice the first. Find the measures of the angles.","You will receive a great reward for a correct answer. The second angle of a triangle is three times the first, and the third is 12 degrees less than twice the first. Find the measures of the angles.","You will receive 100 US dollars for a correct answer. The second angle of a triangle is three times the first, and the third is 12 degrees less than twice the first. Find the measures of the angles."
62,59,1,"I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.",129,"Please read the following question and answer it now. I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.","You will receive a great reward for a correct answer. I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.","You will receive 100 US dollars for a correct answer. I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind."
63,59,3,"Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?",186,"Please read the following question and answer it now. Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?","You will receive a great reward for a correct answer. Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?","You will receive 100 US dollars for a correct answer. Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?"
64,59,4,The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,125,Please read the following question and answer it now. The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,You will receive a great reward for a correct answer. The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,You will receive 100 US dollars for a correct answer. The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?
65,60,1,"Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?",101,"Please read the following question and answer it now. Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?","You will receive a great reward for a correct answer. Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?","You will receive 100 US dollars for a correct answer. Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?"
66,64,4,"At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?",101,"Please read the following question and answer it now. At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?","You will receive a great reward for a correct answer. At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?","You will receive 100 US dollars for a correct answer. At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?"
67,65,3,"Britney brewed lemon tea that's enough to fill ten cups. If she serves this to her parents and three siblings and they share this equally, how many cups will each have?",168,"Please read the following question and answer it now. Britney brewed lemon tea that's enough to fill ten cups. If she serves this to her parents and three siblings and they share this equally, how many cups will each have?","You will receive a great reward for a correct answer. Britney brewed lemon tea that's enough to fill ten cups. If she serves this to her parents and three siblings and they share this equally, how many cups will each have?","You will receive 100 US dollars for a correct answer. Britney brewed lemon tea that's enough to fill ten cups. If she serves this to her parents and three siblings and they share this equally, how many cups will each have?"
68,69,2,"Sam has 389 riddles for 18 of his students to guess. If he wants the students to guess the same number of riddles, at least how many more riddles does he need to distribute?",173,"Please read the following question and answer it now. Sam has 389 riddles for 18 of his students to guess. If he wants the students to guess the same number of riddles, at least how many more riddles does he need to distribute?","You will receive a great reward for a correct answer. Sam has 389 riddles for 18 of his students to guess. If he wants the students to guess the same number of riddles, at least how many more riddles does he need to distribute?","You will receive 100 US dollars for a correct answer. Sam has 389 riddles for 18 of his students to guess. If he wants the students to guess the same number of riddles, at least how many more riddles does he need to distribute?"
69,69,3,"The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft, find its length and width.",142,"Please read the following question and answer it now. The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft, find its length and width.","You will receive a great reward for a correct answer. The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft, find its length and width.","You will receive 100 US dollars for a correct answer. The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft, find its length and width."
70,70,4,The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?,144,Please read the following question and answer it now. The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?,You will receive a great reward for a correct answer. The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?,You will receive 100 US dollars for a correct answer. The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?
71,71,3,"After going down the falls, he then went to Rock Mist Mountains. If the mountain is 50 times farther from the city than Sky Falls and Sky Falls is 8 miles from the city, how far is the Rocky Mist from the city?",210,"Please read the following question and answer it now. After going down the falls, he then went to Rock Mist Mountains. If the mountain is 50 times farther from the city than Sky Falls and Sky Falls is 8 miles from the city, how far is the Rocky Mist from the city?","You will receive a great reward for a correct answer. After going down the falls, he then went to Rock Mist Mountains. If the mountain is 50 times farther from the city than Sky Falls and Sky Falls is 8 miles from the city, how far is the Rocky Mist from the city?","You will receive 100 US dollars for a correct answer. After going down the falls, he then went to Rock Mist Mountains. If the mountain is 50 times farther from the city than Sky Falls and Sky Falls is 8 miles from the city, how far is the Rocky Mist from the city?"
72,72,2,"The two groups will also collect garbage from all the 453 houses in the city. If Lizzie's group covered 238 houses while the other group covered 190, how many more houses remain?",178,"Please read the following question and answer it now. The two groups will also collect garbage from all the 453 houses in the city. If Lizzie's group covered 238 houses while the other group covered 190, how many more houses remain?","You will receive a great reward for a correct answer. The two groups will also collect garbage from all the 453 houses in the city. If Lizzie's group covered 238 houses while the other group covered 190, how many more houses remain?","You will receive 100 US dollars for a correct answer. The two groups will also collect garbage from all the 453 houses in the city. If Lizzie's group covered 238 houses while the other group covered 190, how many more houses remain?"
73,72,4,Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?,99,Please read the following question and answer it now. Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?,You will receive a great reward for a correct answer. Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?,You will receive 100 US dollars for a correct answer. Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?
74,73,2,Paul spent $75. Now he has $11. What's the difference between the number of dollars that he spent and he has now?,113,Please read the following question and answer it now. Paul spent $75. Now he has $11. What's the difference between the number of dollars that he spent and he has now?,You will receive a great reward for a correct answer. Paul spent $75. Now he has $11. What's the difference between the number of dollars that he spent and he has now?,You will receive 100 US dollars for a correct answer. Paul spent $75. Now he has $11. What's the difference between the number of dollars that he spent and he has now?
75,74,2,Coach Mike bought several cups of lemonade. The girls told him it would cost 58 cents. The coach gave the girls 75 cents. How much change did Coach Mike get back?,162,Please read the following question and answer it now. Coach Mike bought several cups of lemonade. The girls told him it would cost 58 cents. The coach gave the girls 75 cents. How much change did Coach Mike get back?,You will receive a great reward for a correct answer. Coach Mike bought several cups of lemonade. The girls told him it would cost 58 cents. The coach gave the girls 75 cents. How much change did Coach Mike get back?,You will receive 100 US dollars for a correct answer. Coach Mike bought several cups of lemonade. The girls told him it would cost 58 cents. The coach gave the girls 75 cents. How much change did Coach Mike get back?
76,74,4,"The area of right angled triangle is 32 sq. cm. If the base is 8 cm, find its height.",85,"Please read the following question and answer it now. The area of right angled triangle is 32 sq. cm. If the base is 8 cm, find its height.","You will receive a great reward for a correct answer. The area of right angled triangle is 32 sq. cm. If the base is 8 cm, find its height.","You will receive 100 US dollars for a correct answer. The area of right angled triangle is 32 sq. cm. If the base is 8 cm, find its height."
77,76,2,Jermaine saved $43 in March. He saved $19 in April and $16 in May. Then Jermaine spent $77 on a keyboard. How much money does Jermaine have left?,145,Please read the following question and answer it now. Jermaine saved $43 in March. He saved $19 in April and $16 in May. Then Jermaine spent $77 on a keyboard. How much money does Jermaine have left?,You will receive a great reward for a correct answer. Jermaine saved $43 in March. He saved $19 in April and $16 in May. Then Jermaine spent $77 on a keyboard. How much money does Jermaine have left?,You will receive 100 US dollars for a correct answer. Jermaine saved $43 in March. He saved $19 in April and $16 in May. Then Jermaine spent $77 on a keyboard. How much money does Jermaine have left?
78,76,3,"While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?",175,"Please read the following question and answer it now. While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?","You will receive a great reward for a correct answer. While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?","You will receive 100 US dollars for a correct answer. While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?"
79,78,1,"If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?",130,"Please read the following question and answer it now. If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?","You will receive a great reward for a correct answer. If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?","You will receive 100 US dollars for a correct answer. If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?"
80,78,2,Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,128,Please read the following question and answer it now. Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,You will receive a great reward for a correct answer. Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,You will receive 100 US dollars for a correct answer. Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?
81,79,1,"Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?",105,"Please read the following question and answer it now. Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?","You will receive a great reward for a correct answer. Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?","You will receive 100 US dollars for a correct answer. Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?"
82,80,1,"By coincidence, Luther's Paint Supplies sold equal quantities of two paint colors yesterday: yellow and blue. All yellow paint comes in 2-liter containers while blue paint is sold in containers of 19 liter. What is the smallest amount of each paint color the store must have sold?",280,"Please read the following question and answer it now. By coincidence, Luther's Paint Supplies sold equal quantities of two paint colors yesterday: yellow and blue. All yellow paint comes in 2-liter containers while blue paint is sold in containers of 19 liter. What is the smallest amount of each paint color the store must have sold?","You will receive a great reward for a correct answer. By coincidence, Luther's Paint Supplies sold equal quantities of two paint colors yesterday: yellow and blue. All yellow paint comes in 2-liter containers while blue paint is sold in containers of 19 liter. What is the smallest amount of each paint color the store must have sold?","You will receive 100 US dollars for a correct answer. By coincidence, Luther's Paint Supplies sold equal quantities of two paint colors yesterday: yellow and blue. All yellow paint comes in 2-liter containers while blue paint is sold in containers of 19 liter. What is the smallest amount of each paint color the store must have sold?"
83,81,2,"There are three bosses in a computer game. Boss A appears every 1 hour. Boss B appears every 30 minutes. Boss C appears every 40 minutes. If the three bosses appear together at 10:10, at what time will the three bosses appear together again in the game?",253,"Please read the following question and answer it now. There are three bosses in a computer game. Boss A appears every 1 hour. Boss B appears every 30 minutes. Boss C appears every 40 minutes. If the three bosses appear together at 10:10, at what time will the three bosses appear together again in the game?","You will receive a great reward for a correct answer. There are three bosses in a computer game. Boss A appears every 1 hour. Boss B appears every 30 minutes. Boss C appears every 40 minutes. If the three bosses appear together at 10:10, at what time will the three bosses appear together again in the game?","You will receive 100 US dollars for a correct answer. There are three bosses in a computer game. Boss A appears every 1 hour. Boss B appears every 30 minutes. Boss C appears every 40 minutes. If the three bosses appear together at 10:10, at what time will the three bosses appear together again in the game?"
84,82,4,Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,108,Please read the following question and answer it now. Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,You will receive a great reward for a correct answer. Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,You will receive 100 US dollars for a correct answer. Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?
85,83,4,"There are 270 seats in a movie theater. If the movie theater has 9 sections with the same number of seats in each section, how many seats are in each section?",158,"Please read the following question and answer it now. There are 270 seats in a movie theater. If the movie theater has 9 sections with the same number of seats in each section, how many seats are in each section?","You will receive a great reward for a correct answer. There are 270 seats in a movie theater. If the movie theater has 9 sections with the same number of seats in each section, how many seats are in each section?","You will receive 100 US dollars for a correct answer. There are 270 seats in a movie theater. If the movie theater has 9 sections with the same number of seats in each section, how many seats are in each section?"
86,84,1,"After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37, how many pen holders were made?",224,"Please read the following question and answer it now. After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37, how many pen holders were made?","You will receive a great reward for a correct answer. After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37, how many pen holders were made?","You will receive 100 US dollars for a correct answer. After collecting materials, they started making recycled products to sell during the school's recycling fair. If Marcus made 26 pen holders from the milk bottles and Annie was able to make 37, how many pen holders were made?"
87,86,3,"The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?",124,"Please read the following question and answer it now. The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?","You will receive a great reward for a correct answer. The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?","You will receive 100 US dollars for a correct answer. The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?"
88,87,3,"Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?",95,"Please read the following question and answer it now. Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?","You will receive a great reward for a correct answer. Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?","You will receive 100 US dollars for a correct answer. Nancy sold 45 boxes of Tagalongs. How many cases of 12 boxes, plus extra boxes does Nancy need?"
89,88,1,"Denver the Dog is a famous architect in the city of Animapolis. Together with his engineer friend Wally the Wolf, they decided to build the tallest building ever, the Animus Tower. To make sure the framework of the tower is strongly built, they hired the best builders in town. If they hired 318 beavers and 544 spiders, how many workers in total did they hire to make the framework?",383,"Please read the following question and answer it now. Denver the Dog is a famous architect in the city of Animapolis. Together with his engineer friend Wally the Wolf, they decided to build the tallest building ever, the Animus Tower. To make sure the framework of the tower is strongly built, they hired the best builders in town. If they hired 318 beavers and 544 spiders, how many workers in total did they hire to make the framework?","You will receive a great reward for a correct answer. Denver the Dog is a famous architect in the city of Animapolis. Together with his engineer friend Wally the Wolf, they decided to build the tallest building ever, the Animus Tower. To make sure the framework of the tower is strongly built, they hired the best builders in town. If they hired 318 beavers and 544 spiders, how many workers in total did they hire to make the framework?","You will receive 100 US dollars for a correct answer. Denver the Dog is a famous architect in the city of Animapolis. Together with his engineer friend Wally the Wolf, they decided to build the tallest building ever, the Animus Tower. To make sure the framework of the tower is strongly built, they hired the best builders in town. If they hired 318 beavers and 544 spiders, how many workers in total did they hire to make the framework?"
90,89,2,A package had eighteen cookies in it. After eating some there were nine left. How many were eaten?,98,Please read the following question and answer it now. A package had eighteen cookies in it. After eating some there were nine left. How many were eaten?,You will receive a great reward for a correct answer. A package had eighteen cookies in it. After eating some there were nine left. How many were eaten?,You will receive 100 US dollars for a correct answer. A package had eighteen cookies in it. After eating some there were nine left. How many were eaten?
91,90,1,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,129,Please read the following question and answer it now. Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,You will receive a great reward for a correct answer. Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,You will receive 100 US dollars for a correct answer. Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?
92,92,2,"A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?",132,"Please read the following question and answer it now. A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?","You will receive a great reward for a correct answer. A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?","You will receive 100 US dollars for a correct answer. A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?"
93,92,4,Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy. How many more pieces of candy did Max get?,142,Please read the following question and answer it now. Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy. How many more pieces of candy did Max get?,You will receive a great reward for a correct answer. Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy. How many more pieces of candy did Max get?,You will receive 100 US dollars for a correct answer. Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy. How many more pieces of candy did Max get?
94,93,2,"Stanley, a car enthusiast, loves to drive across different places as a hobby. So for his vacation, he decided to go around his favorite places. His first destination is the famous Sky Falls, one of the tallest waterfalls in his country. It is said to be 20 times as tall as the tallest building in their city. If the building is 9 feet tall, how tall is Sky Falls?",364,"Please read the following question and answer it now. Stanley, a car enthusiast, loves to drive across different places as a hobby. So for his vacation, he decided to go around his favorite places. His first destination is the famous Sky Falls, one of the tallest waterfalls in his country. It is said to be 20 times as tall as the tallest building in their city. If the building is 9 feet tall, how tall is Sky Falls?","You will receive a great reward for a correct answer. Stanley, a car enthusiast, loves to drive across different places as a hobby. So for his vacation, he decided to go around his favorite places. His first destination is the famous Sky Falls, one of the tallest waterfalls in his country. It is said to be 20 times as tall as the tallest building in their city. If the building is 9 feet tall, how tall is Sky Falls?","You will receive 100 US dollars for a correct answer. Stanley, a car enthusiast, loves to drive across different places as a hobby. So for his vacation, he decided to go around his favorite places. His first destination is the famous Sky Falls, one of the tallest waterfalls in his country. It is said to be 20 times as tall as the tallest building in their city. If the building is 9 feet tall, how tall is Sky Falls?"
95,93,3,At present a father is three times as old as his son. After 12 years his age will be twice the age of his son. Find their present ages?,135,Please read the following question and answer it now. At present a father is three times as old as his son. After 12 years his age will be twice the age of his son. Find their present ages?,You will receive a great reward for a correct answer. At present a father is three times as old as his son. After 12 years his age will be twice the age of his son. Find their present ages?,You will receive 100 US dollars for a correct answer. At present a father is three times as old as his son. After 12 years his age will be twice the age of his son. Find their present ages?
