ID,Source_ID,Slot,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
65,64,3,The ratio of the length of Joey's rope to Chad's rope is 8:3. Joey's rope is 56 cm long. How long is Chad's rope?,113,The ratio of the length of Joey's rope to Chad's rope is 8:3. Joey's rope is 56 cm long. How long is Chad's rope?,You will receive a great reward for a correct answer. The ratio of the length of Joey's rope to Chad's rope is 8:3. Joey's rope is 56 cm long. How long is Chad's rope?,You will receive 100 US dollars for a correct answer. The ratio of the length of Joey's rope to Chad's rope is 8:3. Joey's rope is 56 cm long. How long is Chad's rope?
66,67,1,Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?,112,Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?,You will receive a great reward for a correct answer. Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?,You will receive 100 US dollars for a correct answer. Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?
67,67,2,"Lena had some pocket money. She lost $4 and her mom gave her $9. If she had $66 after that, how many dollars did Lena have at first?",132,"Lena had some pocket money. She lost $4 and her mom gave her $9. If she had $66 after that, how many dollars did Lena have at first?","You will receive a great reward for a correct answer. Lena had some pocket money. She lost $4 and her mom gave her $9. If she had $66 after that, how many dollars did Lena have at first?","You will receive 100 US dollars for a correct answer. Lena had some pocket money. She lost $4 and her mom gave her $9. If she had $66 after that, how many dollars did Lena have at first?"
68,67,3,"A flash drive could hold nine gigs of data. If you needed to store four hundred sixty-two gigs, how many flash drive would you need?",132,"A flash drive could hold nine gigs of data. If you needed to store four hundred sixty-two gigs, how many flash drive would you need?","You will receive a great reward for a correct answer. A flash drive could hold nine gigs of data. If you needed to store four hundred sixty-two gigs, how many flash drive would you need?","You will receive 100 US dollars for a correct answer. A flash drive could hold nine gigs of data. If you needed to store four hundred sixty-two gigs, how many flash drive would you need?"
69,67,4,Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?,133,Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?,You will receive a great reward for a correct answer. Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?,You will receive 100 US dollars for a correct answer. Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?
70,69,4,Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?,103,Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?,You will receive a great reward for a correct answer. Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?,You will receive 100 US dollars for a correct answer. Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?
71,71,2,There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?,126,There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?,You will receive a great reward for a correct answer. There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?,You will receive 100 US dollars for a correct answer. There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?
72,71,4,An island in the Indian Ocean was 4 miles wide and 7 miles long. What is the perimeter of the island?,101,An island in the Indian Ocean was 4 miles wide and 7 miles long. What is the perimeter of the island?,You will receive a great reward for a correct answer. An island in the Indian Ocean was 4 miles wide and 7 miles long. What is the perimeter of the island?,You will receive 100 US dollars for a correct answer. An island in the Indian Ocean was 4 miles wide and 7 miles long. What is the perimeter of the island?
73,72,3,"If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?",101,"If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?","You will receive a great reward for a correct answer. If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?","You will receive 100 US dollars for a correct answer. If Helen sold 12 boxes of Trefoils, how many cases of 12 boxes does Helen pickup from the cookie mom?"
74,73,4,"There are 396 students going to a trivia competition. If each school van can hold 9 students, how many vans will they need?",123,"There are 396 students going to a trivia competition. If each school van can hold 9 students, how many vans will they need?","You will receive a great reward for a correct answer. There are 396 students going to a trivia competition. If each school van can hold 9 students, how many vans will they need?","You will receive 100 US dollars for a correct answer. There are 396 students going to a trivia competition. If each school van can hold 9 students, how many vans will they need?"
75,75,1,"A parking lot has 35 empty space. If the ratio of empty spaces to taken spaces is 5:4, how many spaces are there total?",119,"A parking lot has 35 empty space. If the ratio of empty spaces to taken spaces is 5:4, how many spaces are there total?","You will receive a great reward for a correct answer. A parking lot has 35 empty space. If the ratio of empty spaces to taken spaces is 5:4, how many spaces are there total?","You will receive 100 US dollars for a correct answer. A parking lot has 35 empty space. If the ratio of empty spaces to taken spaces is 5:4, how many spaces are there total?"
76,75,2,On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?,130,On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?,You will receive a great reward for a correct answer. On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?,You will receive 100 US dollars for a correct answer. On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?
77,77,1,"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?",125,"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?","You will receive a great reward for a correct answer. The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?","You will receive 100 US dollars for a correct answer. The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?"
78,77,4,Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,117,Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,You will receive a great reward for a correct answer. Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,You will receive 100 US dollars for a correct answer. Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?
79,78,1,"If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?",130,"If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?","You will receive a great reward for a correct answer. If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?","You will receive 100 US dollars for a correct answer. If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?"
80,78,2,Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,128,Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,You will receive a great reward for a correct answer. Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,You will receive 100 US dollars for a correct answer. Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?
81,80,2,"Robin bought 11 sodas for her and her friends. If they only drank 3 of them, how many extras did she have?",106,"Robin bought 11 sodas for her and her friends. If they only drank 3 of them, how many extras did she have?","You will receive a great reward for a correct answer. Robin bought 11 sodas for her and her friends. If they only drank 3 of them, how many extras did she have?","You will receive 100 US dollars for a correct answer. Robin bought 11 sodas for her and her friends. If they only drank 3 of them, how many extras did she have?"
82,80,3,Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,132,Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,You will receive a great reward for a correct answer. Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,You will receive 100 US dollars for a correct answer. Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?
83,81,3,"A farmer planted 2 tomato seeds, 10 cucumber seeds and 3 pumpkin seeds. How many seeds did he plant all together?",113,"A farmer planted 2 tomato seeds, 10 cucumber seeds and 3 pumpkin seeds. How many seeds did he plant all together?","You will receive a great reward for a correct answer. A farmer planted 2 tomato seeds, 10 cucumber seeds and 3 pumpkin seeds. How many seeds did he plant all together?","You will receive 100 US dollars for a correct answer. A farmer planted 2 tomato seeds, 10 cucumber seeds and 3 pumpkin seeds. How many seeds did he plant all together?"
84,82,1,John can read 4 books a day. He reads every Monday and Tuesday. How many books would he read in 6 weeks?,104,John can read 4 books a day. He reads every Monday and Tuesday. How many books would he read in 6 weeks?,You will receive a great reward for a correct answer. John can read 4 books a day. He reads every Monday and Tuesday. How many books would he read in 6 weeks?,You will receive 100 US dollars for a correct answer. John can read 4 books a day. He reads every Monday and Tuesday. How many books would he read in 6 weeks?
85,82,4,Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,108,Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,You will receive a great reward for a correct answer. Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,You will receive 100 US dollars for a correct answer. Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?
86,83,1,"On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total?",107,"On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total?","You will receive a great reward for a correct answer. On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total?","You will receive 100 US dollars for a correct answer. On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total?"
87,86,3,"The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?",124,"The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?","You will receive a great reward for a correct answer. The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?","You will receive 100 US dollars for a correct answer. The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?"
88,87,4,"Rosa had sixty-seven flowers. Andre gave her some more flowers. Now, Rosa has ninety flowers. How many flowers did Andre give to Rosa?",134,"Rosa had sixty-seven flowers. Andre gave her some more flowers. Now, Rosa has ninety flowers. How many flowers did Andre give to Rosa?","You will receive a great reward for a correct answer. Rosa had sixty-seven flowers. Andre gave her some more flowers. Now, Rosa has ninety flowers. How many flowers did Andre give to Rosa?","You will receive 100 US dollars for a correct answer. Rosa had sixty-seven flowers. Andre gave her some more flowers. Now, Rosa has ninety flowers. How many flowers did Andre give to Rosa?"
89,88,3,"Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?",105,"Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?","You will receive a great reward for a correct answer. Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?","You will receive 100 US dollars for a correct answer. Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?"
90,88,4,The store has CD's and DVD's that you need. How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?,127,The store has CD's and DVD's that you need. How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?,You will receive a great reward for a correct answer. The store has CD's and DVD's that you need. How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?,You will receive 100 US dollars for a correct answer. The store has CD's and DVD's that you need. How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?
91,89,3,"It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30, what time should he put it in the oven?",104,"It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30, what time should he put it in the oven?","You will receive a great reward for a correct answer. It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30, what time should he put it in the oven?","You will receive 100 US dollars for a correct answer. It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30, what time should he put it in the oven?"
92,89,4,Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?,110,Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?,You will receive a great reward for a correct answer. Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?,You will receive 100 US dollars for a correct answer. Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?
93,90,1,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,129,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,You will receive a great reward for a correct answer. Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,You will receive 100 US dollars for a correct answer. Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?
94,90,3,Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?,101,Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?,You will receive a great reward for a correct answer. Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?,You will receive 100 US dollars for a correct answer. Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?
95,92,2,"A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?",132,"A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?","You will receive a great reward for a correct answer. A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?","You will receive 100 US dollars for a correct answer. A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?"
96,92,3,"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?",110,"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?","You will receive a great reward for a correct answer. A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?","You will receive 100 US dollars for a correct answer. A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?"
97,93,1,Vincent has learned the words to 56 songs. He learned 18 more songs at summer camp. How many songs does Vincent know now?,121,Vincent has learned the words to 56 songs. He learned 18 more songs at summer camp. How many songs does Vincent know now?,You will receive a great reward for a correct answer. Vincent has learned the words to 56 songs. He learned 18 more songs at summer camp. How many songs does Vincent know now?,You will receive 100 US dollars for a correct answer. Vincent has learned the words to 56 songs. He learned 18 more songs at summer camp. How many songs does Vincent know now?
98,94,4,"While playing basketball Team A scored 18 points. If each person scored 2 points, how many people were playing?",111,"While playing basketball Team A scored 18 points. If each person scored 2 points, how many people were playing?","You will receive a great reward for a correct answer. While playing basketball Team A scored 18 points. If each person scored 2 points, how many people were playing?","You will receive 100 US dollars for a correct answer. While playing basketball Team A scored 18 points. If each person scored 2 points, how many people were playing?"
99,95,1,Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?,112,Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?,You will receive a great reward for a correct answer. Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?,You will receive 100 US dollars for a correct answer. Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?
100,96,1,There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are there in each group?,124,There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are there in each group?,You will receive a great reward for a correct answer. There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are there in each group?,You will receive 100 US dollars for a correct answer. There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are there in each group?
